domainID,thirdParty,hipaaCompliant,usBased,FullName,Email,DOB,DeviceID,Gender,Phone,IPAddress,Fingerprint,Location,MedicalInfo
healthiestyou.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bugsnag.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
getsocial.im,1,0,1,{'in.evolve.android'},{'in.evolve.android'},set(),{'in.evolve.android'},set(),set(),set(),set(),set(),set()
revenuecat.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
evolveinc.in,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
digitaloceanspaces.com,1,0,1,set(),set(),set(),set(),{'in.evolve.android'},set(),set(),set(),set(),set()
ihc.id,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pertamedika.co.id,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
medinesia.id,1,0,1,{'id.ihc.telemed'},{'id.ihc.telemed'},{'id.ihc.telemed'},set(),set(),{'id.ihc.telemed'},set(),set(),set(),set()
xendit.co,1,0,1,{'id.ihc.telemed'},{'id.ihc.telemed'},set(),set(),set(),set(),set(),set(),set(),set()
recaptcha.net,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
iluma.ai,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bit.ly,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
datatables.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doximity.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
getmaple.ca,0,0,1,{'com.maplenativeuser'},{'com.maplenativeuser'},{'com.maplenativeuser'},set(),{'com.maplenativeuser'},set(),set(),set(),set(),set()
contactdoctor.in,0,0,0,{'com.contactdoctor.patient'},{'com.contactdoctor.patient'},set(),set(),set(),{'com.contactdoctor.patient'},set(),set(),{'com.contactdoctor.patient'},set()
ada.com,0,0,0,set(),{'com.ada.app'},{'com.ada.app'},set(),{'com.ada.app'},set(),set(),set(),set(),set()
virginm.net,1,0,0,{'com.techovative.patientportal'},set(),{'com.techovative.patientportal'},set(),set(),{'com.techovative.patientportal'},set(),set(),set(),set()
sprucehealth.com,0,1,1,{'com.spruce.messenger'},{'com.spruce.messenger'},set(),set(),set(),set(),set(),set(),set(),set()
tawk.to,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
firebasedatabase.app,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
useinsider.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sehatq.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
healthmug.com,0,0,0,{'com.healthmug'},{'com.healthmug'},set(),set(),set(),{'com.healthmug'},set(),set(),set(),set()
oxinis.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
netcoresmartech.com,1,1,1,{'com.apollo.android'},{'com.apollo.android'},set(),set(),{'com.apollo.android'},{'com.apollo.android'},set(),set(),{'com.apollo.android'},set()
babylonpartners.com,0,0,1,{'com.babylon.us'},{'com.babylon.us'},{'com.babylon.us'},set(),set(),set(),set(),set(),{'com.babylon.us'},set()
tiqcdn.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
kc-usercontent.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
polyfill.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
quickobook.com,0,0,0,set(),set(),set(),set(),set(),{'quickobook.patientapp'},set(),set(),set(),set()
2factor.in,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
dawaai.pk,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
connectandheal.com,1,0,0,{'com.soscare.customer'},{'com.soscare.customer'},set(),set(),set(),{'com.soscare.customer'},set(),set(),set(),set()
mysoscare.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ntstvirtualhealth.com,0,1,1,{'com.ntst.android.netsmart.telehealth'},{'com.ntst.android.netsmart.telehealth'},{'com.ntst.android.netsmart.telehealth'},set(),{'com.ntst.android.netsmart.telehealth'},set(),set(),set(),{'com.ntst.android.netsmart.telehealth'},set()
myhealthcare.co,1,0,0,"{'com.innocirc.vcpatient', 'com.maxhealthcare'}","{'com.innocirc.vcpatient', 'com.maxhealthcare'}","{'com.innocirc.vcpatient', 'com.maxhealthcare'}",set(),{'com.maxhealthcare'},"{'com.innocirc.vcpatient', 'com.maxhealthcare'}",set(),set(),{'com.innocirc.vcpatient'},set()
docin60.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),{'com.docin60.android'},set()
citrustelemedicine.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mylivedoctors.com,0,0,0,set(),set(),set(),set(),{'com.imedhealthus.imeddoctors'},set(),set(),set(),set(),set()
zoomcare.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ipstack.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
38.229.56.9.,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
freshchat.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
flurry.com,1,0,1,set(),set(),set(),"{'com.orane.icliniq', 'com.omega_r.healthcare'}",set(),set(),set(),set(),set(),set()
seekmed.business,0,0,0,{'com.omega_r.healthcare'},{'com.omega_r.healthcare'},{'com.omega_r.healthcare'},set(),set(),{'com.omega_r.healthcare'},set(),set(),{'com.omega_r.healthcare'},set()
ip-api.com,1,0,1,{'com.omega_r.healthcare'},{'com.omega_r.healthcare'},set(),set(),set(),{'com.omega_r.healthcare'},set(),set(),"{'com.sevendoctors.seven', 'com.omega_r.healthcare'}",set()
lyflink.com,0,0,0,set(),set(),set(),set(),set(),{'com.lyflinkpatientapp'},set(),set(),{'com.lyflinkpatientapp'},set()
credihealth.com,0,0,1,{'com.credihealth.android'},{'com.credihealth.android'},{'com.credihealth.android'},set(),set(),{'com.credihealth.android'},set(),set(),set(),set()
zocdoc.com,0,1,1,{'com.zocdoc.android'},{'com.zocdoc.android'},{'com.zocdoc.android'},{'com.zocdoc.android'},{'com.zocdoc.android'},set(),set(),set(),set(),set()
datadome.co,1,1,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
myclinic.ie,0,0,1,{'myclinic.ie'},{'myclinic.ie'},{'myclinic.ie'},set(),set(),{'myclinic.ie'},set(),set(),{'myclinic.ie'},set()
jsonip.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
fastly.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
hellolyf.com,1,0,0,set(),set(),set(),set(),set(),{'com.glocal.sangati'},set(),set(),set(),set()
medikate.org,1,0,0,set(),set(),set(),set(),set(),{'com.glocal.sangati'},set(),set(),set(),set()
myhealthathand.com,0,1,0,{'com.patient.myhealthathand'},{'com.patient.myhealthathand'},{'com.patient.myhealthathand'},set(),set(),{'com.patient.myhealthathand'},set(),set(),set(),set()
dokpam.ca,0,0,0,{'com.dokpam'},set(),{'com.dokpam'},set(),{'com.dokpam'},{'com.dokpam'},set(),set(),{'com.dokpam'},set()
159.203.59.183.,0,0,0,{'com.dokpam'},set(),{'com.dokpam'},set(),{'com.dokpam'},{'com.dokpam'},set(),set(),{'com.dokpam'},set()
solvhealth.com,0,1,1,set(),set(),set(),set(),{'com.solv'},set(),set(),set(),{'com.solv'},set()
hotjar.com,1,0,1,set(),set(),set(),set(),"{'com.mdlive.mobile', 'com.solv'}",set(),set(),set(),set(),set()
mxpnl.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
jquery.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
cloudclinic.ai,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ondoctorapp.com,0,0,0,set(),set(),{'com.mm.ondoctor'},set(),{'com.mm.ondoctor'},set(),set(),set(),set(),set()
vimeo.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
youtube.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
quikdr.com,0,0,1,"{'com.quikdr.app', 'com.quikdr.rajagiri'}","{'com.quikdr.app', 'com.quikdr.rajagiri'}","{'com.quikdr.app', 'com.quikdr.rajagiri'}",set(),"{'com.quikdr.app', 'com.quikdr.rajagiri'}","{'com.quikdr.app', 'com.quikdr.rajagiri'}",set(),set(),set(),set()
shifaam.com,0,0,0,set(),set(),set(),set(),set(),{'com.shifaam.patient'},set(),set(),{'com.shifaam.patient'},set()
doctime.com.bd,0,0,0,{'com.media365ltd.doctime'},{'com.media365ltd.doctime'},set(),{'com.media365ltd.doctime'},set(),{'com.media365ltd.doctime'},set(),set(),set(),set()
docplus.online,0,0,0,{'com.docplus'},{'com.docplus'},set(),set(),set(),{'com.docplus'},set(),set(),set(),set()
doctall.com,0,0,0,{'com.doctall'},{'com.doctall'},{'com.doctall'},set(),{'com.doctall'},{'com.doctall'},set(),set(),set(),set()
paystack.co,1,0,1,{'com.doctall'},{'com.doctall'},set(),set(),set(),set(),set(),set(),set(),set()
paystack.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doctoroncall.com.my,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
shopify.com,1,1,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bdhealthline.net,0,0,0,{'com.ati.bdhealthline'},{'com.ati.bdhealthline'},{'com.ati.bdhealthline'},set(),set(),{'com.ati.bdhealthline'},set(),set(),set(),set()
icliniq.com,0,1,1,{'com.orane.icliniq'},{'com.orane.icliniq'},set(),set(),set(),{'com.orane.icliniq'},set(),set(),set(),set()
heapanalytics.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
plushcare.com,0,1,1,{'com.plushcare.plushcare.prod'},{'com.plushcare.plushcare.prod'},{'com.plushcare.plushcare.prod'},set(),set(),set(),set(),set(),set(),set()
sendbird.com,1,1,1,{'com.plushcare.plushcare.prod'},set(),set(),set(),set(),set(),set(),set(),set(),set()
jotno.net,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
air-dr.com,0,1,1,{'com.gaiamobile.airdoctor'},{'com.gaiamobile.airdoctor'},{'com.gaiamobile.airdoctor'},set(),{'com.gaiamobile.airdoctor'},{'com.gaiamobile.airdoctor'},set(),set(),{'com.gaiamobile.airdoctor'},set()
my-doc.com,1,0,1,{'com.doctorconsultation'},{'com.doctorconsultation'},set(),set(),set(),{'com.doctorconsultation'},set(),set(),set(),set()
smwebdesigners.in,1,0,0,{'com.doctorconsultation'},{'com.doctorconsultation'},set(),set(),set(),{'com.doctorconsultation'},set(),set(),set(),set()
doctorondemand.com,0,1,1,{'com.doctorondemand.android.patient'},{'com.doctorondemand.android.patient'},{'com.doctorondemand.android.patient'},set(),set(),set(),set(),set(),{'com.doctorondemand.android.patient'},set()
mayamdai.com,0,0,1,{'ai.mayamd.mayamd'},{'ai.mayamd.mayamd'},set(),set(),{'ai.mayamd.mayamd'},{'ai.mayamd.mayamd'},set(),set(),set(),set()
mayamd.ai,0,0,1,{'ai.mayamd.mayamd'},set(),set(),set(),{'ai.mayamd.mayamd'},{'ai.mayamd.mayamd'},set(),set(),{'ai.mayamd.mayamd'},set()
seven-doctors.com,0,0,1,{'com.sevendoctors.seven'},{'com.sevendoctors.seven'},set(),set(),{'com.sevendoctors.seven'},{'com.sevendoctors.seven'},set(),set(),{'com.sevendoctors.seven'},set()
connect2mydoctor.com,0,1,1,{'com.neevlabs.connect2mydoctorpatientshalby'},{'com.neevlabs.connect2mydoctorpatientshalby'},set(),set(),{'com.neevlabs.connect2mydoctorpatientshalby'},{'com.neevlabs.connect2mydoctorpatientshalby'},set(),set(),set(),set()
charmtracker.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
drtop.in,0,0,0,set(),set(),set(),set(),set(),{'com.mobilexion.drtop'},set(),set(),set(),set()
secondconsult.com,0,1,0,{'com.secondconsult'},{'com.secondconsult'},{'com.secondconsult'},set(),{'com.secondconsult'},{'com.secondconsult'},set(),set(),{'com.secondconsult'},set()
ipify.org,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
visualwebsiteoptimizer.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
dengage.com,1,0,1,set(),set(),set(),{'controllers.marham.marhammed'},set(),{'controllers.marham.marhammed'},set(),set(),set(),set()
marham.pk,0,0,1,{'controllers.marham.marhammed'},set(),set(),set(),set(),{'controllers.marham.marhammed'},set(),set(),set(),set()
checkout.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sanela.in,0,0,1,{'in.sanela.mysanela'},{'in.sanela.mysanela'},{'in.sanela.mysanela'},set(),set(),{'in.sanela.mysanela'},set(),set(),set(),set()
medintu.com,0,0,0,{'com.medintu.MedintuIN'},{'com.medintu.MedintuIN'},{'com.medintu.MedintuIN'},set(),{'com.medintu.MedintuIN'},{'com.medintu.MedintuIN'},set(),set(),set(),set()
mzstatic.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mydoctor.com.mm,0,0,0,set(),set(),set(),set(),set(),{'com.mydoctormn_New'},set(),set(),set(),set()
mendfamily.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
onelink-edge.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
chargebee.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
force.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
opentok.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pendo.io,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
chargebeestatic.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
salesforceliveagent.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
zyppys.in,0,0,0,{'com.zyppyshealth'},{'com.zyppyshealth'},set(),set(),set(),set(),set(),set(),set(),set()
medek.io,0,1,1,set(),set(),set(),{'com.medekhealth.medek'},set(),set(),set(),set(),{'com.medekhealth.medek'},set()
askdoctors.co.in,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
smsbox.in,1,0,0,set(),set(),set(),set(),set(),{'com.askdoctors.com'},set(),set(),set(),set()
wehealthapp.com,0,1,1,{'com.amerihealth.wehealthnew'},{'com.amerihealth.wehealthnew'},set(),set(),{'com.amerihealth.wehealthnew'},{'com.amerihealth.wehealthnew'},set(),set(),{'com.amerihealth.wehealthnew'},set()
mdlive.com,0,1,1,"{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}","{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}","{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}",set(),"{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}",set(),set(),set(),"{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}",set()
azureedge.net,1,0,1,set(),set(),set(),set(),"{'com.mdlive.BCBST_mobile', 'com.mdlive.mobile'}",set(),set(),set(),set(),set()
urbanairship.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
braze.eu,1,1,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doctorcareanywhere.com,0,1,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
iteratehq.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
hansel.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
healthnow.ph,0,0,1,set(),set(),set(),set(),set(),{'ph.com.nineonesevenventures.healthnow'},set(),set(),set(),set()
instabug.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
anytimepediatrics.com,0,0,1,{'com.anytimepediatric.anytimetelemedicine'},{'com.anytimepediatric.anytimetelemedicine'},set(),set(),set(),set(),set(),set(),{'com.anytimepediatric.anytimetelemedicine'},set()
pndsn.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doctordekhao.com,0,0,1,{'com.doctordekhao.patient'},{'com.doctordekhao.patient'},set(),set(),{'com.doctordekhao.patient'},{'com.doctordekhao.patient'},set(),set(),set(),set()
splkmobile.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
zoho.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
zohostatic.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
zohopublic.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doctorlivebd.com,0,0,1,set(),set(),set(),set(),set(),{'com.mobu.drlivepatient'},set(),set(),set(),set()
bupaglobal.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
typography.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
liveperson.net,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lpsnmedia.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
polkadoc.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.polkadoc.ocp'},set()
lemonaidhealth.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
emma.io,1,0,1,{'com.mediquo.main'},{'com.mediquo.main'},{'com.mediquo.main'},{'com.mediquo.main'},set(),set(),set(),set(),set(),set()
auth0.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
carbonhealth.com,0,1,1,set(),{'com.carbonhealth.patient.prod'},{'com.carbonhealth.patient.prod'},set(),{'com.carbonhealth.patient.prod'},set(),set(),set(),{'com.carbonhealth.patient.prod'},set()
pixel.ad,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sitescout.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
tapad.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
exelator.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lafiyatelehealth.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
emb-api.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
perimeterx.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
grxweb.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
halodoc.com,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
doctorai.com.au,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
webengage.com,1,0,1,{'com.lybrate.phoenix'},"{'com.viveohealth.viveo_mobile', 'com.lybrate.phoenix'}",set(),{'com.viveohealth.viveo_mobile'},set(),set(),set(),set(),{'com.viveohealth.viveo_mobile'},set()
oladoc.com,0,0,1,set(),set(),set(),set(),{'com.mediconnect.oladoc'},set(),set(),set(),set(),set()
ytimg.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bonumhealth.com,0,1,1,set(),set(),set(),set(),{'com.geniemd.bonumhealth'},set(),set(),set(),{'com.geniemd.bonumhealth'},set()
careclix.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
docsmart.in,0,0,0,{'in.docsmart.app'},set(),set(),set(),set(),{'in.docsmart.app'},set(),set(),set(),set()
myvisitors.se,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
citruspay.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
unpkg.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
cometchat.io,1,1,1,{'com.docbox.patient'},set(),set(),set(),set(),{'com.docbox.patient'},set(),set(),set(),set()
pocketdoc.io,0,1,1,{'io.pocketdoc.app'},{'io.pocketdoc.app'},{'io.pocketdoc.app'},set(),{'io.pocketdoc.app'},set(),set(),set(),set(),set()
pocketdocapp.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
perlmanclinic.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
dofody.com,0,0,0,set(),set(),set(),set(),{'com.dofody'},set(),set(),set(),set(),set()
vitalxhealth.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
msg91.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sritechnocrat.com,1,0,0,{'com.onlineopd.app'},set(),set(),set(),set(),{'com.onlineopd.app'},set(),set(),set(),set()
healwell24.com,0,0,0,set(),set(),set(),set(),set(),{'com.a.Healwell24'},set(),set(),set(),set()
userexperior.online,1,0,0,set(),set(),set(),{'in.medibuddy'},set(),set(),set(),set(),set(),set()
docsapp.in,1,0,0,set(),set(),set(),{'in.medibuddy'},set(),{'in.medibuddy'},set(),set(),set(),set()
medibuddy.in,0,0,0,set(),set(),set(),{'in.medibuddy'},set(),{'in.medibuddy'},set(),set(),set(),set()
axa-assistance.us,1,0,1,{'com.advancemedical.onlinemedic'},{'com.advancemedical.onlinemedic'},set(),set(),set(),set(),set(),set(),set(),set()
marketo.net,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mktoresp.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
hotdoc.com.au,0,0,0,{'au.com.hotdoc.android.hotdoc'},{'au.com.hotdoc.android.hotdoc'},set(),set(),{'au.com.hotdoc.android.hotdoc'},{'au.com.hotdoc.android.hotdoc'},set(),set(),set(),set()
rudderlabs.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
eascdn.net,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
workithealth.com,0,1,1,{'com.workithealth.workitapp'},{'com.workithealth.workitapp'},{'com.workithealth.workitapp'},set(),set(),set(),set(),set(),{'com.workithealth.workitapp'},set()
ghostlayers.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
jiyyo.com,0,0,0,set(),set(),set(),set(),set(),{'com.jiyyo.lyfe'},set(),set(),set(),set()
cribmd.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
asterdmhealthcare.com,0,0,0,{'com.asterdmhealthcare.astereconsult'},set(),{'com.asterdmhealthcare.astereconsult'},set(),set(),{'com.asterdmhealthcare.astereconsult'},set(),set(),set(),set()
askapollo.com,0,0,0,{'com.apollo.android'},{'com.apollo.android'},set(),set(),set(),{'com.apollo.android'},set(),set(),{'com.apollo.android'},set()
oneapollo.com,0,0,0,{'com.apollo.android'},{'com.apollo.android'},{'com.apollo.android'},set(),{'com.apollo.android'},{'com.apollo.android'},set(),set(),set(),set()
bookdoc.com,0,0,0,{'com.bookdoc.bookdoc'},{'com.bookdoc.bookdoc'},{'com.bookdoc.bookdoc'},set(),{'com.bookdoc.bookdoc'},{'com.bookdoc.bookdoc'},set(),set(),set(),set()
twilio.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
avizia.com,0,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ip6-localhost.,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
eglobaldoctors.com,0,0,1,{'com.client.eglobaldoctors'},{'com.client.eglobaldoctors'},{'com.client.eglobaldoctors'},set(),{'com.client.eglobaldoctors'},{'com.client.eglobaldoctors'},set(),set(),{'com.client.eglobaldoctors'},set()
paypalobjects.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
braintreegateway.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
tend.nz,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
racdoc.com,0,0,0,set(),set(),set(),set(),set(),{'com.racdoc.racdocfordoctor'},set(),set(),set(),set()
mirego.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
airmedic.net,0,0,0,{'net.airmedic.olive'},{'net.airmedic.olive'},set(),set(),set(),set(),set(),set(),set(),set()
docterz.in,0,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
docon.co.in,0,0,0,set(),set(),set(),set(),set(),{'com.docon.patientapp'},set(),set(),set(),set()
exoticawoodsnclub.com,1,0,0,{'com.sanjeevani.sanjeevanionlinedoctorappointment'},{'com.sanjeevani.sanjeevanionlinedoctorappointment'},set(),set(),set(),{'com.sanjeevani.sanjeevanionlinedoctorappointment'},set(),set(),set(),set()
yourhealth-key.com,0,0,1,{'com.yourhealthkey.app'},{'com.yourhealthkey.app'},set(),set(),{'com.yourhealthkey.app'},{'com.yourhealthkey.app'},set(),set(),set(),set()
psychologytoday.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
sinch.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
paytm.in,1,0,0,set(),{'com.yourhealthkey.app'},set(),set(),set(),{'com.yourhealthkey.app'},set(),set(),set(),set()
surgician.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lybrate.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lybrate.io,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
mero.doctor,0,0,0,{'np.com.midas.merodoctor'},{'np.com.midas.merodoctor'},set(),set(),{'np.com.midas.merodoctor'},{'np.com.midas.merodoctor'},set(),set(),set(),set()
merodoctor.com,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
midas.com.np,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
redditstatic.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
tctm.co,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),{'com.mdlive.mobile'},set()
callrail.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
simpli.fi,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
gumgum.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
dstillery.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
media6degrees.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
reddit.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
intentiq.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
agkn.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
yahoo.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pro-market.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
3lift.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
rubiconproject.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bluekai.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
tremorhub.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
lijit.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
openx.net,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
spotxchange.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
bfmio.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
pippio.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
stickyadstv.com,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
adsymptotic.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
